COSEWICID,SCI_NAME,COM_NAME_E,TAXON_E,SAR_STAT_E,SCHEDULE_E,DataSource,PA_Type,PA_Name,area_in_CA_m2,area_in_AB_m2,area_in_PA_m2
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,NA,Ole Buck Mountain Natural Area,791520868264,141306378033,3583380
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,South Ghost Provincial Recreation Area,791520868264,141306378033,69228
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Waiparous Creek Provincial Recreation Area,791520868264,141306378033,1017241
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Waiparous Creek Group Camp Provincial Recreation Area,791520868264,141306378033,137422
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Cartier Creek Provincial Recreation Area,791520868264,141306378033,357046
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Fallen Timber Provincial Recreation Area,791520868264,141306378033,31068
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,NA,Bentz Lake Natural Area,791520868264,141306378033,673588
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,NA,Bearberry Prairie Natural Area,791520868264,141306378033,380369
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,NA,Sundre Natural Area,791520868264,141306378033,649847
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,NA,Ross Lake Natural Area,791520868264,141306378033,19783043
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,NA,Twin River Heritage Rangeland Natural Area,791520868264,141306378033,194710883
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,St. Mary Reservoir Provincial Recreation Area,791520868264,141306378033,1624279
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Jensen Reservoir Provincial Recreation Area,791520868264,141306378033,94557
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PP,Park Lake Provincial Park,791520868264,141306378033,1484109
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PP,Little Bow Provincial Park,791520868264,141306378033,1123798
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Travers Reservoir Provincial Recreation Area,791520868264,141306378033,20197
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Little Bow Reservoir Provincial Recreation Area,791520868264,141306378033,642953
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Chin Coulee Provincial Recreation Area,791520868264,141306378033,12852
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PP,Kinbrook Island Provincial Park,791520868264,141306378033,5498909
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PP,Tillebrook Provincial Park,791520868264,141306378033,1458913
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PP,Writing-on-Stone Provincial Park,791520868264,141306378033,27428111
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,ER,Kennedy Coulee Ecological Reserve,791520868264,141306378033,10025909
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,NA,Red Rock Coulee Natural Area,791520868264,141306378033,3319651
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,NA,Milk River Natural Area,791520868264,141306378033,54801588
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,NA,Onefour Heritage Rangeland Natural Area,791520868264,141306378033,109687635
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Michelle Reservoir Provincial Recreation Area,791520868264,141306378033,94078
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Bullshead Reservoir Provincial Recreation Area,791520868264,141306378033,52252
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PP,Cypress Hills Provincial Park,791520868264,141306378033,212017360
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,NA,Hargrave Coulees Natural Area,791520868264,141306378033,18475455
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PP,Spray Valley Provincial Park,791520868264,141306378033,257371447
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,WPP,Bow Valley Wildland Provincial Park,791520868264,141306378033,378396848
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Little Elbow Provincial Recreation Area,791520868264,141306378033,2172305
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Cobble Flats Provincial Recreation Area,791520868264,141306378033,926434
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Elbow Falls Provincial Recreation Area,791520868264,141306378033,965819
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Elbow River Launch Provincial Recreation Area,791520868264,141306378033,119518
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Evan-Thomas Provincial Recreation Area,791520868264,141306378033,24478740
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PP,Bow Valley Provincial Park,791520868264,141306378033,33336543
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Old Baldy Pass Trail Provincial Recreation Area,791520868264,141306378033,286394
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Ing's Mine Provincial Recreation Area,791520868264,141306378033,271994
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Moose Mountain Trailhead Provincial Recreation Area,791520868264,141306378033,160539
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Wildhorse Provincial Recreation Area,791520868264,141306378033,163109
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Fisher Creek Provincial Recreation Area,791520868264,141306378033,109146
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Mesa Butte Provincial Recreation Area,791520868264,141306378033,95451
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,North Fork Provincial Recreation Area,791520868264,141306378033,167337
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Elbow River Provincial Recreation Area,791520868264,141306378033,2413895
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,McLean Creek Provincial Recreation Area,791520868264,141306378033,2470459
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,West Bragg Creek Provincial Recreation Area,791520868264,141306378033,250481
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Gooseberry Provincial Recreation Area,791520868264,141306378033,417318
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PP,Bragg Creek Provincial Park,791520868264,141306378033,1333442
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Mist Creek Provincial Recreation Area,791520868264,141306378033,164471
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Lantern Creek Provincial Recreation Area,791520868264,141306378033,104377
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Trout Pond Provincial Recreation Area,791520868264,141306378033,22524
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Picklejar Provincial Recreation Area,791520868264,141306378033,82990
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,NA,Beehive Natural Area,791520868264,141306378033,68264208
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Cat Creek Provincial Recreation Area,791520868264,141306378033,94626
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Strawberry Provincial Recreation Area,791520868264,141306378033,423846
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Etherington Creek Provincial Recreation Area,791520868264,141306378033,486073
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Fitzsimmons Creek Provincial Recreation Area,791520868264,141306378033,13783
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Highwood Junction Provincial Recreation Area,791520868264,141306378033,58505
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Highwood Compound Provincial Recreation Area,791520868264,141306378033,110817
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Sentinel Provincial Recreation Area,791520868264,141306378033,131715
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Lineham Provincial Recreation Area,791520868264,141306378033,70662
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PP,Peter Lougheed Provincial Park,791520868264,141306378033,518052505
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,WPP,Elbow-Sheep Wildland Provincial Park,791520868264,141306378033,806659441
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,WPP,Don Getty Wildland Provincial Park,791520868264,141306378033,631280385
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,WPP,Bluerock Wildland Provincial Park,791520868264,141306378033,128217363
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PP,Sheep River Provincial Park,791520868264,141306378033,62455373
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Wolf Creek Provincial Recreation Area,791520868264,141306378033,35836
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Ware Creek Provincial Recreation Area,791520868264,141306378033,37012
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,NP,Waterton Lakes National Park of Canada,791520868264,141306378033,496532954
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,NA,Outpost Wetlands Natural Area,791520868264,141306378033,465800
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PP,Police Outpost Provincial Park,791520868264,141306378033,1588959
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Payne Lake Provincial Recreation Area,791520868264,141306378033,438315
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PP,Woolford Provincial Park,791520868264,141306378033,394017
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,WPP,Castle Wildland Provincial Park,791520868264,141306378033,805564761
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PP,Beauvais Lake Provincial Park,791520868264,141306378033,11717381
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Lundbreck Falls Provincial Recreation Area,791520868264,141306378033,98222
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,HR,Black Creek Heritage Rangeland,791520868264,141306378033,78132559
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Maycroft Provincial Recreation Area,791520868264,141306378033,54200
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Oldman Dam Provincial Recreation Area,791520868264,141306378033,49327184
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Waterton Reservoir Provincial Recreation Area,791520868264,141306378033,170303
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,WPP,Bob Creek Wildland Provincial Park,791520868264,141306378033,209788831
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PP,Chain Lakes Provincial Park,791520868264,141306378033,4030183
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PP,Willow Creek Provincial Park,791520868264,141306378033,811401
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PP,Fish Creek Provincial Park,791520868264,141306378033,13969628
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,NA,Highwood River Natural Area,791520868264,141306378033,113077
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PP,Wyndham-Carseland Provincial Park,791520868264,141306378033,1873467
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Oldman River Provincial Recreation Area,791520868264,141306378033,24999
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Lake McGregor Provincial Recreation Area,791520868264,141306378033,1461708
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,ER,West Castle Wetlands Ecological Reserve,791520868264,141306378033,943635
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Island Lake Provincial Recreation Area,791520868264,141306378033,27441
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Chinook Provincial Recreation Area,791520868264,141306378033,445141
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Oldman River North Provincial Recreation Area,791520868264,141306378033,333664
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Honeymoon Creek Provincial Recreation Area,791520868264,141306378033,74952
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Livingstone Falls Provincial Recreation Area,791520868264,141306378033,242316
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,ER,Plateau Mountain Ecological Reserve,791520868264,141306378033,23560605
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Cataract Creek Provincial Recreation Area,791520868264,141306378033,563681
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Highwood Provincial Recreation Area,791520868264,141306378033,282284
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Greenford Provincial Recreation Area,791520868264,141306378033,20154
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,NA,Emerson Creek Natural Area,791520868264,141306378033,1948268
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,HR,OH Ranch Heritage Rangeland,791520868264,141306378033,43174769
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PP,Castle Provincial Park,791520868264,141306378033,257641107
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Racehorse Provincial Recreation Area,791520868264,141306378033,188508
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Dutch Creek Provincial Recreation Area,791520868264,141306378033,162653
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,NA,Mt. Livingstone Natural Area,791520868264,141306378033,5698755
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Indian Graves Provincial Recreation Area,791520868264,141306378033,146574
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PP,Brown-Lowery Provincial Park,791520868264,141306378033,2793881
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,NA,Threepoint Creek Natural Area,791520868264,141306378033,498203
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,NA,Sheep Creek Natural Area,791520868264,141306378033,107457
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Peppers Lake Staging Provincial Recreation Area,791520868264,141306378033,156332
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Elk Creek Fish Pond Provincial Recreation Area,791520868264,141306378033,83012
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Elk Creek Provincial Recreation Area,791520868264,141306378033,164525
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Tay River Provincial Recreation Area,791520868264,141306378033,17426
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Swan Lake Provincial Recreation Area,791520868264,141306378033,2500716
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Phyllis Lake Provincial Recreation Area,791520868264,141306378033,907179
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,NP,Jasper National Park of Canada,791520868264,141306378033,11167112774
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,WA,White Goat Wilderness Area,791520868264,141306378033,447122154
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,NA,Douglas Fir Natural Area,791520868264,141306378033,3180881
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Crescent Falls Provincial Recreation Area,791520868264,141306378033,2631398
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Snow Creek Provincial Recreation Area,791520868264,141306378033,638959
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Dry Haven Provincial Recreation Area,791520868264,141306378033,22691
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Aylmer Provincial Recreation Area,791520868264,141306378033,67179
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PP,Ram Falls Provincial Park,791520868264,141306378033,4213286
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,NP,Banff National Park of Canada,791520868264,141306378033,6892933049
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PP,Canmore Nordic Centre Provincial Park,791520868264,141306378033,6884990
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,NA,Scalp Creek Natural Area,791520868264,141306378033,7212917
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,WA,Ghost River Wilderness Area,791520868264,141306378033,153367150
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Wild Horse Provincial Recreation Area,791520868264,141306378033,46726
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Red Deer River Provincial Recreation Area,791520868264,141306378033,1261314
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Burnt Timber Provincial Recreation Area,791520868264,141306378033,327929
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Deer Creek Provincial Recreation Area,791520868264,141306378033,45903
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Thompson Creek Provincial Recreation Area,791520868264,141306378033,1161858
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,WA,Siffleur Wilderness Area,791520868264,141306378033,427748950
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Kootenay Plains Provincial Recreation Area,791520868264,141306378033,1048626
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,ER,Kootenay Plains Ecological Reserve,791520868264,141306378033,37697926
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Peppers Lake Provincial Recreation Area,791520868264,141306378033,160608
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Seven Mile Provincial Recreation Area,791520868264,141306378033,370346
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,James-Wilson Provincial Recreation Area,791520868264,141306378033,162789
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Heart Creek Provincial Recreation Area,791520868264,141306378033,97985
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Bow Valley Provincial Recreation Area,791520868264,141306378033,23558
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Ghost Airstrip Provincial Recreation Area,791520868264,141306378033,1606444
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Waiparous Valley Viewpoint Provincial Recreation Area,791520868264,141306378033,38397
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,University of Ottawa,PRA,Fallen Timber South Provincial Recreation Area,791520868264,141306378033,471357
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Otauwau Natural Area,869232480106,275808260939,2526670
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,NA,Saulteaux Natural Area,869232480106,275808260939,2602873
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PP,Calling Lake Provincial Park,869232480106,275808260939,7436172
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,University of Ottawa,PRA,La Biche River Provincial Recreation Area,869232480106,275808260939,650755
